FID_wwf_bi,BIOME,biome2,name,area,FID_strong,OBJECTID,SCAPENAME,PROGRAM,COUNTRY,TYPE,INTACTWILD,HIGHIMPORT,Name_1,Region,WCS_SH,Reason,sq_km
0,1,1,Tropical_and_subtropical_moist_broadleaf_forests,0,10,22,,,Panam├í y Colombia,,0,,Choc├│-Dari├®n,AAO,1,,20054
0,1,1,Tropical_and_subtropical_moist_broadleaf_forests,0,21,54,,,"Panama, Colombia",,0,,,Mesoamerica,1,,20054
0,1,1,Tropical_and_subtropical_moist_broadleaf_forests,0,11,23,,,Colombia,,0,,Central Andes,AAO,1,,1486
0,1,1,Tropical_and_subtropical_moist_broadleaf_forests,0,59,0,,,,,0,,,,0,,1486
0,1,1,Tropical_and_subtropical_moist_broadleaf_forests,0,32,85,,,"India, Nepal y Bhutan",,0,,Himalayas,South Asia,0,,116
0,1,1,Tropical_and_subtropical_moist_broadleaf_forests,0,36,96,,,Myanmar,,0,,,Greater Mekong,1,,116
0,1,1,Tropical_and_subtropical_moist_broadleaf_forests,0,44,0,,,Malaysia,,0,,,,0,,29171
0,1,1,Tropical_and_subtropical_moist_broadleaf_forests,0,50,0,,,Malaysia,,0,,,,0,,29171
1,2,2,Tropical_and_subtropical_dry_broadleaf_forests,0,10,22,,,Panam├í y Colombia,,0,,Choc├│-Dari├®n,AAO,1,,92
1,2,2,Tropical_and_subtropical_dry_broadleaf_forests,0,21,54,,,"Panama, Colombia",,0,,,Mesoamerica,1,,92
5,6,6,Boreal_forests_taiga,0,53,0,,,USA,,0,,,Arctic Beringia,0,,25605
5,6,6,Boreal_forests_taiga,0,56,0,,,USA,,0,,,Arctic Beringia,0,,25605
6,7,7,Tropical_and_subtropical_grasslands_savannas,0,2,4,West Central Africa Rainforest,Africa,Congo,Terrestrial,6,Y,Conkouati,Central Africa,1,,1847
6,7,7,Tropical_and_subtropical_grasslands_savannas,0,4,10,West Central Africa Rainforest,Africa,Multiple,Terrestrial,6,Y,Atlantic Coast,Central Africa,1,,1847
9,10,10,Montane_grasslands_and_savannas,0,11,23,,,Colombia,,0,,Central Andes,AAO,1,,101
9,10,10,Montane_grasslands_and_savannas,0,59,0,,,,,0,,,,0,,101
10,11,11,Tundra,0,51,0,,,Russian,,0,,,Arctic Beringia,0,,7600
10,11,11,Tundra,0,57,0,,,Russian,,0,,,Arctic Beringia,0,,7600
10,11,11,Tundra,0,52,0,,,Russian,,0,,,Arctic Beringia,0,,70157
10,11,11,Tundra,0,55,0,,,Russian,,0,,,Arctic Beringia,0,,70157
10,11,11,Tundra,0,53,0,,,USA,,0,,,Arctic Beringia,0,,327424
10,11,11,Tundra,0,56,0,,,USA,,0,,,Arctic Beringia,0,,327424
