FID_WDPA_O,WDPAID,WDPA_PID,NAME,ORIG_NAME,DESIG_ENG,DESIG_TYPE,IUCN,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,SCAPENAME,PROGRAM,COUNTRY,Region,sq_km
59847,306483,306483,Alihawan-Cansujay Anibongan River Watershed Forest Reserve,Alihawan-Cansujay Anibongan River Watershed Forest Reserve,Watershed Forest Reserve,National,Not Assigned,Not Applicable,Designated,1992,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/19WMR5WEWYZuxncAXXGANN5OroGeyLSBC?usp=sharing,State Verified,1841,PH-BOH,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,37
59853,306493,306493,Lake Danao Natural Park,Lake Danao Natural Park,Natural Park,National,Not Assigned,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1DArM01ld4rdLQUkgueWDpjL_7nR3WpoP?usp=sharing,State Verified,1841,PH-LEY,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,22
59855,306495,306495,Cuatro Islas Protected Landscape & Seascape,Cuatro Islas Protected Landscape & Seascape,Protected Landscape and Seascape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1i2_UF_kxfFSC4H_0yOtyctog7p34v9ug?usp=sharing,State Verified,1841,PH-LEY,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,114
59856,306496,306496,Biri Larosa Protected Landscape & Seascape,Biri Larosa Protected Landscape & Seascape,Protected Landscape and Seascape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1Z7xNUKFRYP6Fx8uj0I7aV4012-B62Uyb?usp=sharing,State Verified,1841,PH-NSA,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,49
59857,306499,306499,Palompon Watershed Forest Reserve,Palompon Watershed Forest Reserve,Watershed Forest Reserve,National,Not Assigned,Not Applicable,Designated,1988,Federal or national ministry or agency,State,Department of Environment and Natural Resources,https://drive.google.com/drive/folders/1_V7pvEnwR2jrT33TrGJbhxhZ94jvxwPh?usp=sharing,State Verified,1841,PH-LEY,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,56
59864,306511,306511,Aliguay Island Protected Landscape & Seascape,Aliguay Island Protected Landscape & Seascape,Protected Landscape and Seascape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1znuy8XIBqsgAxLAgmpOLYUJDH3ljiUsG?usp=sharing,State Verified,1841,PH-ZAN,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,12
59866,306515,306515,Selinog Island Protected Landscape and Seascape,Selinog Island,Protected Landscape and Seascape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1vck28dRIi9JJVvHDuCSgZENeXajJtQLD?usp=sharing,State Verified,1841,PH-ZAN,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,10
59870,306521,306521,Mimbilisan Protected Landscape,Mimbilisan Protected Landscape,Protected Landscape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1ky-TZExJrhIDnI6YW6nmamDNvrhll4dt?usp=sharing,State Verified,1841,PH-MSR,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,1
59873,306524,306524,Mahugunao Watershed Forest Reserve,Mahugunao Watershed Forest Reserve,Watershed Forest Reserve,National,Not Assigned,Not Applicable,Designated,1932,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/10lM6ildp4aTnFnaBaKl2VpK1nS74kvfA?usp=sharing,State Verified,1841,PH-MSR,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,1
59883,306539,306539,Surigao Watershed Forest Reserve,Surigao Watershed Forest Reserve,Watershed Forest Reserve,National,Not Assigned,Not Applicable,Designated,1990,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1lnN0HjE4nAWGhA2mieh3Y1SRl5tpaPAX?usp=sharing,State Verified,1841,PH-SUN,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,10
59884,306540,306540,Andanan Watershed Forest Reserve,Andanan Watershed Forest Reserve,Watershed Forest Reserve,National,Not Assigned,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1ZVNOGRl_dyEch7ANNKL6a0_66LQ8KG6W?usp=sharing,State Verified,1841,PH-AGN,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,172
59885,306541,306541,Cabadbaran Watershed,Cabadbaran Watershed,Watershed,National,Not Assigned,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1D2tTg_7_YtXtHPsi79FLNJvYLxs0f64K?usp=sharing,State Verified,1841,PH-AGN,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,152
63253,312900,312900,Rakhine Yoma Elephant Range,Rakhine Yoma Elephant Range,Wildlife Sanctuary,National,IV,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Forest Department,Annual operation plan,State Verified,1687,MM-16,MMR,MMR,Not Applicable,Not Applicable,,,Myanmar,Greater Mekong,1701
63256,312904,312904,Hukaung Valley Wildlife  Sanctuary (extension),Hukaung Valley Wildlife  Sanctuary (extension),Wildlife Sanctuary,National,IV,Not Applicable,Designated,2010,Joint governance,Not Reported,Forest Department,Annual operation plan,State Verified,1687,MM-11; MM-01,MMR,MMR,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,11301
63257,312906,312906,Hponkanrazi Wildlife Sanctuary,Hponkanrazi Wildlife Sanctuary,Wildlife Sanctuary,National,IV,Not Applicable,Designated,2003,Federal or national ministry or agency,Not Reported,Forest Department,Under preparation,State Verified,1687,MM-11,MMR,MMR,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,2803
63258,312910,312910,Bumpha Bum Wildife Sanctuary,Bumpha Bum Wildife Sanctuary,Wildlife Sanctuary,National,IV,Not Applicable,Designated,2004,Federal or national ministry or agency,Not Reported,Forest Department,Not Reported,State Verified,1687,MM-11,MMR,MMR,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,2929
63260,312912,312912,Htamanthi Wildlife Sanctuary,Htamanthi Wildlife Sanctuary,Wildlife Sanctuary and ASEAN Heritage Park,National,IV,Not Applicable,Designated,1974,Federal or national ministry or agency,Not Reported,Forest Department,Annual operation plan,State Verified,1687,MM-01,MMR,MMR,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,2139
65009,317294,317294,Chocolate Hills Natural Monument,Chocolate Hills Natural Monument,Natural Monument,National,III,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1sLUePtR4f5EYy9LUww0fgvyQY2jPmHa1?usp=sharing,State Verified,1841,PH-BOH,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,140
2694,7327,7327,Island of Bantayan Wilderness Area,Island of Bantayan Wilderness Area,Wilderness Area,National,Not Assigned,Not Applicable,Designated,1981,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1OW1JWqcBzagQZtnBgItz8C6ZjeusITG8?usp=sharing,State Verified,1841,PH-CEB,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,0
59841,306476,306476,Ta├▒on Strait Protected Seascape,Ta├▒on Strait Protected Seascape,Protected Seascape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1cJsdmoM9dH1yG_ZPQnLqReAH-x6qRzs9?usp=sharing,State Verified,1841,PH-NER; PH-NEC,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,0
5205,14740,14740,Rajah Sikatuna Protected Landscape,Rajah Sikatuna National Park,Protected Landscape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1dpIgO3t0IkCjfoD6hZqsMQrPXhSWOBMK?usp=sharing,State Verified,1841,PH-BOH,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,0
65009,317294,317294,Chocolate Hills Natural Monument,Chocolate Hills Natural Monument,Natural Monument,National,III,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1sLUePtR4f5EYy9LUww0fgvyQY2jPmHa1?usp=sharing,State Verified,1841,PH-BOH,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,0
524,798,798_B,Gobiin ikh /B/,ðôð¥ð▓ð©ð╣ð¢ ð©Ðà /ðæ/,Strictly Protected Area,National,Ib,Not Applicable,Designated,1975,Government-delegated management,State,Ministry of Environment and Tourism,The management plan (2019-2023) approved and is implementing.,State Verified,1803,MN-065; MN-043,MNG,MNG,Not Applicable,Not Applicable,,,"Russia, China, Mongolia",Temperate Asia,8913
1018,1669,1669,Almaty State Nature Reserve,ðÉð╗ð╝ð░Ðéð©ð¢Ðüð║ð©ð╣ ð│ð¥ÐüÐâð┤ð░ÐÇÐüÐéð▓ðÁð¢ð¢Ðïð╣ ð┐ÐÇð©ÐÇð¥ð┤ð¢Ðïð╣ ðÀð░ð┐ð¥ð▓ðÁð┤ð¢ð©ð║,State Nature Reserve,National,Ia,Not Applicable,Designated,1961,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources",Management plan is implemented and is available,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,689
1020,1671,1671,Aksu-Dzhabagly State Nature Reserve,ðÉð║ÐüÐâ-ðûð░ð▒ð░ð│ð╗ð©ð¢Ðüð║ð©ð╣ ð│ð¥ÐüÐâð┤ð░ÐÇÐüÐéð▓ðÁð¢ð¢Ðïð╣ ð┐ÐÇð©ÐÇð¥ð┤ð¢Ðïð╣ ðÀð░ð┐ð¥ð▓ðÁð┤ð¢ð©ð║,State Nature Reserve,National,Ia,Not Applicable,Designated,1926,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources",Management plan is implemented and is available,State Verified,1997,KZ-YUZ,KAZ,KAZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,571
1025,1676,1676,Issyk-Kul,Issyk-Kul,State Nature Reserve,National,Ia,Not Applicable,Designated,1948,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1815,KG-Y,KGZ,KGZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,188
1026,1677,1677,Ala-Archa,Ala-Archa,State Nature Reserve,National,II,Not Applicable,Designated,1976,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1815,KG-C,KGZ,KGZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,114
5798,17723,17723,Isyk-Kul State Reserve with the Lake Isyk-Kul,Isyk-Kul State Reserve with the Lake Isyk-Kul,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vi)(vii)(ix),Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,KG-Y,KGZ,KGZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,29
8243,27159,27159,Great Gobi,Goviin ikh /B/,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1975,Government-delegated management,Not Reported,Ministry of Environment and Green Development,Not Reported,State Verified,1803,Not Reported,MNG,MNG,Not Applicable,Not Applicable,,,"Russia, China, Mongolia",Temperate Asia,33
12120,62580,62580,Almaty State Nature Sanctuary (complex),ðÉð╗ð╝ð░Ðéð©ð¢Ðüð║ð©ð╣ ð│ð¥ÐüÐâð┤ð░ÐÇÐüÐéð▓ðÁð¢ð¢Ðïð╣ ð┐ÐÇð©ÐÇð¥ð┤ð¢Ðïð╣  ðÀð░ð║ð░ðÀð¢ð©ð║ (ð║ð¥ð╝ð┐ð╗ðÁð║Ðüð¢Ðïð╣ ),Zakaznik,National,IV,Not Applicable,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources",Not Reported,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,1482
12131,62592,62592,Verkhnekoksu State Nature Sanctuary (zoological),ðÆðÁÐÇÐàð¢ðÁð║ð¥ð║ÐüÐâð╣Ðüð║ð©ð╣ ð│ð¥ÐüÐâð┤ð░ÐÇÐüÐéð▓ðÁð¢ð¢Ðïð╣ ð┐ÐÇð©ÐÇð¥ð┤ð¢Ðïð╣ ðÀð░ð║ð░ðÀð¢ð©ð║ (ðÀð¥ð¥ð╗ð¥ð│ð©ÐçðÁÐüð║ð©ð╣),Zakaznik,National,IV,Not Applicable,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources",Not Reported,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,2265
12144,62611,62611,Lepsi State Nature Sanctuary (zoological),ðøðÁð┐Ðüð©ð¢Ðüð║ð©ð╣ ð│ð¥ÐüÐâð┤ð░ÐÇÐüÐéð▓ðÁð¢ð¢Ðïð╣  ð┐ÐÇð©ÐÇð¥ð┤ð¢Ðïð╣ ðÀð░ð║ð░ðÀð¢ð©ð║ (ðÀð¥ð¥ð╗ð¥ð│ð©ÐçðÁÐüð║ð©ð╣),Zakaznik,National,IV,Not Applicable,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources",Not Reported,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,3155
12152,62622,62622,Tokty State Nature Sanctuary (zoological),ðóð¥ð║Ðéð©ð¢Ðüð║ð©ð╣ ð│ð¥ÐüÐâð┤ð░ÐÇÐüÐéð▓ðÁð¢ð¢Ðïð╣  ð┐ÐÇð©ÐÇð¥ð┤ð¢Ðïð╣ ðÀð░ð║ð░ðÀð¢ð©ð║ (ðÀð¥ð¥ð╗ð¥ð│ð©ÐçðÁÐüð║ð©ð╣),Zakaznik,National,IV,Not Applicable,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources",Not Reported,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,1601
16812,93647,93647_A,"Sharga, Mankhan","ð¿ð░ÐÇð│ð░, ð£ð░ð¢Ðàð░ð¢",Nature Reserve,National,IV,Not Applicable,Designated,1993,Government-delegated management,State,Local Government,Not Reported,State Verified,1803,MN-065,MNG,MNG,Not Applicable,Not Applicable,,,"Russia, China, Mongolia",Temperate Asia,3088
17094,99845,99845,Alag Khairkhan,ðÉð╗ð░ð│ Ðàð░ð╣ÐÇÐàð░ð¢,Nature Reserve,National,IV,Not Applicable,Designated,1996,Government-delegated management,State,Local Government,Not Reported,State Verified,1803,MN-065,MNG,MNG,Not Applicable,Not Applicable,,,"Russia, China, Mongolia",Temperate Asia,361
17107,100018,100018,Ile-Alatau State National Nature Park,ðÿð╗ðÁ-ðÉð╗ð░Ðéð░ÐâÐüð║ð©ð╣ ð│ð¥ÐüÐâð┤ð░ÐÇÐüÐéð▓ðÁð¢ð¢Ðïð╣ ð¢ð░Ðåð©ð¥ð¢ð░ð╗Ðîð¢Ðïð╣ ð┐ÐÇð©ÐÇð¥ð┤ð¢Ðïð╣ ð┐ð░ÐÇð║,State National Nature Park,National,II,Not Applicable,Designated,1996,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources",Management plan is implemented and is available,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,1201
17480,101947,101947,Ugom Chatkal State National Natural Park,ðúð│ð¥ð╝ ðºð¥ÐéÊøð¥ð╗ ð┤ð░ð▓ð╗ð░Ðé ð╝ð©ð╗ð©ð╣ Ðéð░ð▒ð©ð░Ðé ð▒ð¥Êôð©,State National Natural Park,National,II,Not Applicable,Designated,1990,Federal or national ministry or agency,State,State committee on forestry of the Republic of Uzbekistan,Not Reported,State Verified,1974,UZ-TO,UZB,UZB,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,1928
27118,145566,145566_B,Khan khukhii - Khyargas nuur,ðÑð░ð¢ ÐàË®Ðàð©ð╣ - ðÑÐÅÐÇð│ð░Ðü ð¢ÐâÐâÐÇ,National Park,National,II,Not Applicable,Designated,2000,Government-delegated management,State,Ministry of Environment and Tourism,Not Reported,State Verified,1803,MN-046,MNG,MNG,Not Applicable,Not Applicable,,,"Russia, China, Mongolia",Temperate Asia,3006
27119,145566,145566_A,Khan khukhii - Khyargas nuur,ðÑð░ð¢ ÐàË®Ðàð©ð╣ - ðÑÐÅÐÇð│ð░Ðü ð¢ÐâÐâÐÇ,National Park,National,II,Not Applicable,Designated,2000,Government-delegated management,State,Ministry of Environment and Tourism,Not Reported,State Verified,1803,MN-046,MNG,MNG,Not Applicable,Not Applicable,,,"Russia, China, Mongolia",Temperate Asia,114
40109,166791,166791,Khar us nuur,ðÑð░ÐÇ ÐâÐü ð¢ÐâÐâÐÇ,National Park,National,II,Not Applicable,Designated,1997,Government-delegated management,State,Ministry of Environment and Tourism,Not Reported,State Verified,1803,MN-043,MNG,MNG,Not Applicable,Not Applicable,,,"Russia, China, Mongolia",Temperate Asia,201
40163,167068,167068,Aksuiski,Aksuiski,Complex National Zakaznik Wildlife Refuge,National,IV,Not Applicable,Designated,1971,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1815,KG-C,KGZ,KGZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,46
40168,167073,167073,Beshtash,Beshtash,Nature Park,National,II,Not Applicable,Designated,1996,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1815,KG-T,KGZ,KGZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,135
40170,167075,167075,Chandalash,Chandalash,Wildlife Refuge,National,IV,Not Applicable,Designated,1975,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1815,KG-J,KGZ,KGZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,524
40174,167079,167079,Chychkan,Chychkan,Wildlife Refuge,National,IV,Not Applicable,Designated,1974,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1815,KG-T,KGZ,KGZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,148
40178,167084,167084,Dzhardy-Kaindin,Dzhardy-Kaindin,Wildlife Refuge,National,IV,Not Applicable,Designated,1975,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1815,KG-C,KGZ,KGZ,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,66
