FID_WDPA_O,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,FID_strong,FID_stro_1,OBJECTID,SCAPENAME,PROGRAM,COUNTRY,TYPE,WCS_SH,Reason,CONTINENT,sq_km
14155,68867,68867,1,Boeng Paer,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ ß×öß×╣ß×äß×ûßƒéß×Ü,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ,Wildlife Sanctuary,National,IV,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-17;13;6,KHM,KHM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,2448
14156,68868,68868,1,Phnom Namlier,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ ß×ùßƒÆß×ôßƒåß×Äß×Âß×ÿß×øßƒÇß×Ü,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ,Wildlife Sanctuary,National,IV,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-11,KHM,KHM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,78
14157,68870,68870,1,Banteay Chhmar,ß×Åßƒåß×öß×ôßƒïß×Çß×Âß×Üß×ûß×Âß×Üß×æßƒüß×ƒß×ùß×Âß×ûÔÇï ß×öß×ôßƒÆß×æß×Âß×Öß×åßƒÆß×ÿß×Âß×Ü,ß×Åßƒåß×öß×ôßƒïß×Çß×Âß×Üß×ûß×Âß×Üß×æßƒüß×ƒß×ùß×Âß×ûÔÇï,Protected Landscape,National,V,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-1,KHM,KHM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,823
14158,68871,68871,1,Dang Peaeng,ß×Åßƒåß×öß×ôßƒïß×ößƒÆß×Üß×¥ß×ößƒÆß×Üß×Âß×ƒßƒïß×àßƒÆß×Üß×¥ß×ôß×Ößƒëß×Âß×ä ß×èß×äß×ûßƒéß×ä,ß×Åßƒåß×öß×ôßƒïß×ößƒÆß×Üß×¥ß×ößƒÆß×Üß×Âß×ƒßƒïß×àßƒÆß×Üß×¥ß×ôß×Ößƒëß×Âß×ä,Multiple Use Area,National,VI,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-9,KHM,KHM,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,278
14159,68872,68872,1,Samlout,ß×Åßƒåß×öß×ôßƒïß×ößƒÆß×Üß×¥ß×ößƒÆß×Üß×Âß×ƒßƒïß×àßƒÆß×Üß×¥ß×ôß×Ößƒëß×Âß×ä ß×ƒßƒåß×íß×╝ß×Å,ß×Åßƒåß×öß×ôßƒïß×ößƒÆß×Üß×¥ß×ößƒÆß×Üß×Âß×ƒßƒïß×àßƒÆß×Üß×¥ß×ôß×Ößƒëß×Âß×ä,Multiple Use Area,National,VI,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-2,KHM,KHM,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,601
14194,71261,71261,1,Xe Xap,Xe Xap,National Proteced Area,National Proteced Area,National,VI,Not Applicable,Designated,1996,Federal or national ministry or agency,State,Ministry of Agriculture and Forestry (MAF),Not Reported,State Verified,1982,LA_SL,LAO,LAO,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,1530
17358,101592,101592,1,Sadeth Naikrom  - Krom Luang Chumporn (South),Sadej Naikom  - Krom Luang Chumporn (South),Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1988,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Not Reported,State Verified,881,TH-85,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,22
17359,101593,101593,1,Huai Thabthan-Had Samran,Hua Tabtan-Hadsamran,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1995,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Not Reported,State Verified,881,TH-32,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,493
56375,198315,198315,1,Koh Kapi,ß×Åßƒåß×öß×ôßƒïß×Üßƒëß×Âß×ÿß×ƒß×Âß×Ü ß×Çßƒäßƒçß×Çß×Âß×ûß×À,ß×Åßƒåß×öß×ôßƒïß×Üßƒëß×Âß×ÿß×ƒß×Âß×Ü,"Ramsar Site, Wetland of International Importance",International,Ia,(i)(ii)(viii),Designated,1996,Federal or national ministry or agency,State,Ministry of Environment,Management plan is not implented and not available,State Verified,1976,KH-9,KHM,KHM,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,34
56376,198316,198316,1,Stung Treng,ß×Åßƒåß×öß×ôßƒïß×Üßƒëß×Âß×ÿß×ƒß×Âß×Ü ß×ƒßƒÆß×æß×╣ß×äß×ÅßƒÆß×Üßƒéß×ä,ß×Åßƒåß×öß×ôßƒïß×Üßƒëß×Âß×ÿß×ƒß×Âß×Ü,"Ramsar Site, Wetland of International Importance",International,Ia,Not Reported,Designated,1996,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-19,KHM,KHM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,149
57505,303022,303022,1,Xuan Lien,Xu├ón Li├¬n,Khu Bß║úo tß╗ôn thi├¬n nhi├¬n,Nature Reserve,National,Not Reported,Not Applicable,Designated,2013,Government-delegated management,State,People's Committee of Thanh Hoa,Not Reported,State Verified,1874,VN-21,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,256
57506,303023,303023,1,Pu Hoat,P├╣ Hoß║ít,Khu Bß║úo tß╗ôn thi├¬n nhi├¬n,Nature Reserve,National,Not Reported,Not Applicable,Designated,2013,Government-delegated management,State,People's Committee of Nghe An,Not Reported,State Verified,1874,VN-22,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,352
57513,303030,303030,1,Pu Hu,P├╣ Hu,Khu Bß║úo tß╗ôn thi├¬n nhi├¬n,Nature Reserve,National,Not Reported,Not Applicable,Designated,2013,Government-delegated management,Not Reported,People's Committee of Thanh Hoa,Not Reported,State Verified,1874,VN-21,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,170
57521,303039,303039,1,Phong Dien,Phong ─Éiß╗ün,Khu Bß║úo tß╗ôn thi├¬n nhi├¬n,Nature Reserve,National,IV,Not Applicable,Designated,2014,Government-delegated management,Not Reported,People's Committee of Thua Thien Hue,Not Reported,State Verified,1874,VN-26,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,405
57537,303057,303057,1,Muong Sai,Muong Sai,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,Proposed,1995,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1874,VN-21,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,220
57541,303061,303061,1,Chu Prong,Chu Prong,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1874,VN-30,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,21
57542,303064,303064,1,Ngoc Linh (Quang Nam),Ngß╗ìc Linh (Quang Nam),Khu Bß║úo tß╗ôn thi├¬n nhi├¬n,Nature Reserve,National,Not Reported,Not Applicable,Designated,2014,Government-delegated management,Not Reported,People's Committee of Quang Nam,Not Reported,State Verified,1874,VN-27,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,27
57543,303065,303065,1,Ngoc Linh (Kon Tum),Ngß╗ìc Linh (Kon Tum),Khu Bß║úo tß╗ôn thi├¬n nhi├¬n,Nature Reserve,National,IV,Not Applicable,Designated,2014,Government-delegated management,Not Reported,People's Committee of Kon Tum,Not Reported,State Verified,1874,VN-28,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,397
57544,303066,303066,1,Song Thanh,S├┤ng Thanh,Khu Bß║úo tß╗ôn thi├¬n nhi├¬n,Nature Reserve,National,Not Reported,Not Applicable,Designated,2001,Government-delegated management,Not Reported,People's Committee of Quang Nam,Not Reported,State Verified,1874,VN-27,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,815
57547,303069,303069,1,Bu Gia Map,B├╣ Gia Mß║¡p,Vã░ß╗Øn quß╗æc gia,National Park,National,II,Not Applicable,Designated,2002,Government-delegated management,State,People's Committee of Binh Phuoc,Not Reported,State Verified,1874,VN-58,VNM,VNM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,228
57575,303100,303100,1,Sao La,Khu Bß║úo tß╗ôn lo├ái Sao La Thß╗½a Thi├¬n Huß║┐,Khu Bß║úo tß╗ôn thi├¬n nhi├¬n,Nature Reserve,National,Not Reported,Not Applicable,Designated,2013,Government-delegated management,Not Reported,People's Committee of Thua Thien Hue,Not Reported,State Verified,1874,VN-26,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,105
63265,312936,312936,1,Mae Moei,Mae Moei,National Park,National Park,National,II,Not Applicable,Designated,1999,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,TH-63,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,190
63272,312943,312943,1,Ta Phraya,Ta Phraya,National Park,National Park,National,II,Not Applicable,Designated,1996,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-31,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,651
63273,312944,312944,1,Khao Phravihan,Khao Pravihan,National Park,National Park,National,II,Not Applicable,Designated,1998,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,Not Reported,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,132
63275,312946,312946,1,Phu Toei,Phu Toei,National Park,National Park,National,II,Not Applicable,Designated,1998,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,Not Reported,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,82
63276,312947,312947,1,Namtok Huai Yang,Namtok Huay Yang,National Park,National Park,National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-77,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,148
63278,312949,312949,1,Kuiburi,Kuiburi,National Park,National Park,National,II,Not Applicable,Designated,1999,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,TH-77,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,866
63294,312986,312986,1,Dong Phou Vieng,Dong Phou Vieng,National Proteced Area,National Proteced Area,National,VI,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Agriculture and Forestry (MAF),Not Reported,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,1857
63302,312998,312998,1,Namtok Phacharoen,Namtok Pacharoen,National Park,National Park,National,II,Not Applicable,Proposed,0,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,TH-63,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,974
63304,313001,313001,1,Mae Ngao,Mae Ngao,National Park,National Park,National,II,Not Applicable,Proposed,0,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,TH-58,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,447
63309,313011,313011,1,Thong Pha Phum,Thong Pha Phum,National Park,National Park,National,II,Not Applicable,Designated,2009,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,TH-71,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,1232
63310,313013,313013,1,Namtok Klong Kaew,Namtok Klong Kaew,National Park,National Park,National,II,Not Applicable,Designated,2009,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,Not Reported,THA,THA,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,189
63435,313447,313447,1,Phnom Aoral,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ ß×ùßƒÆß×ôßƒåß×▒ß×Üßƒëß×Âß×øßƒï,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ,Wildlife Sanctuary,National,IV,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-4;5;15,KHM,KHM,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,2432
63437,313449,313449,1,Stung Sen Core Area (Ramsar Site),ß×Åßƒåß×öß×ôßƒïß×ößƒÆß×Üß×¥ß×ößƒÆß×Üß×Âß×ƒßƒïß×àßƒÆß×Üß×¥ß×ôß×Ößƒëß×Âß×ä ß×Åßƒåß×öß×ôßƒïß×ƒßƒÆß×ôß×╝ß×øß×ƒßƒÆß×æß×╣ß×äß×ƒßƒéß×ô,ß×Åßƒåß×öß×ôßƒïß×ößƒÆß×Üß×¥ß×ößƒÆß×Üß×Âß×ƒßƒïß×àßƒÆß×Üß×¥ß×ôß×Ößƒëß×Âß×ä,Multiple Use Area,National,VI,Not Applicable,Designated,2001,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-6,KHM,KHM,Not Applicable,Not Applicable,55,53,90,,,Cambodia,Greater Mekong,0,,Asia,64
63438,313450,313450,1,Prek Toal Core Area (Ramsar Site),ß×Åßƒåß×öß×ôßƒïß×ößƒÆß×Üß×¥ß×ößƒÆß×Üß×Âß×ƒßƒïß×àßƒÆß×Üß×¥ß×ôß×Ößƒëß×Âß×ä ß×Åßƒåß×öß×ôßƒïß×ƒßƒÆß×ôß×╝ß×øß×ûßƒÆß×Üßƒéß×Çß×æß×Âß×øßƒï (ß×Åßƒåß×öß×ôßƒïß×Üßƒëß×Âß×ÿß×ƒß×Âß×Ü),ß×Åßƒåß×öß×ôßƒïß×ößƒÆß×Üß×¥ß×ößƒÆß×Üß×Âß×ƒßƒïß×àßƒÆß×Üß×¥ß×ôß×Ößƒëß×Âß×ä,Multiple Use Area,National,VI,Not Applicable,Designated,2016,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-2,KHM,KHM,Not Applicable,Not Applicable,55,53,90,,,Cambodia,Greater Mekong,0,,Asia,213
64956,317216,317216,1,Boon Trik - Yod Mon,Boon Trik - Yod Mon,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,2009,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Not Reported,State Verified,881,TH-34,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,348
64958,317219,317219,1,Khlong Lamngu,Klong Lamngu,National Park,National Park,National,II,Not Applicable,Designated,2009,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,TH-71,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,710
64971,317232,317232,1,Doi Wiang La,Doi Wiang La,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,2000,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Not Reported,State Verified,881,TH-58,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,463
64972,317233,317233,1,Dong Yai,Dong Yai,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1996,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Not Reported,State Verified,881,TH-31,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,298
64975,317236,317236,1,Khlong Kruewai Chalearm Phrakiat,Klong Kruewai Chalerm Prakiat,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1998,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Not Reported,State Verified,881,TH-22,THA,THA,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,263
893,1405,1405,1,Thungyai Naresuan,Tung Yai  Naresuan,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1974,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,TH-71,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,3663
13525,67729,67729,1,Thungyai - Huai Kha Khaeng Wildlife Sanctuaries,Sanctuaires de faune de Thung Yai-Huai Kha Khaeng,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii)(ix)(x),Inscribed,1991,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,TH-63,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,3663
894,1406,1406,1,Mae Tuen,Mae Tuen,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1978,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,TH-63,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,0
